Date,Name,Description,Component,Affiliate Name,Class Name,Fully Formatted Result,Is Personal Record,Personal Record Description,Is Rx,Is Rx Plus,Result Type Label,Full Comment
11/21/2018,Metcon,"For Time:
7 Rounds of:
7 HSPU/Wall Walks
7 Thrusters (95/65#)
7 T2B
7 DL (185/95##)
7 Burpees
7 KB Swings (53/35#)
7 Pullups",10982419,Fitness Battalion,CrossFit: 6:30,25:08,0,,0,0,Time,
11/19/2018,Metcon,"3 Rnds for Time:
4 HSPU 
8 G2O (135/95#)
12 Burpees",10982393,Fitness Battalion,CrossFit: 17:30,6:20,0,,0,0,Time,green-red
11/15/2018,Metcon,"5 Rounds, 1:00 each exercise:
-Medball Cleans 
-Russian Twists 
-Wallballs 
-Burpees
?-1 Min Rest",10941478,Fitness Battalion,CrossFit: 17:30,14 lbs,0,,0,0,Weight,300
11/15/2018,Metcon,"For Time:
100 K2W
- Perform 15 Push Ups every time you break -",10952169,Fitness Battalion,CrossFit: 17:30,4:54,0,,0,0,Time,
11/14/2018,Metcon,"4 rds
1 min Cal Row at 10/8 damper
1 min DB Snatch (50/35)
1 min Burpees
1 min Double Unders
1 min Rest

Scored by total reps",10948222,Fitness Battalion,CrossFit: 12:00,375 Reps,0,,1,0,AMRAP - Reps,
11/12/2018,Metcon,400m slosh ball carry,10953709,Fitness Battalion,CrossFit: 12:00,7:40,0,,1,0,Time,"1/2 yellow, 1/2 dark blue"
11/12/2018,Metcon,"3 Rounds:
-25 DB Push Jerks (35/26#)
-100 Singles
-25 DB Step-ups (24,20)(total)
?-100 Singles",10941487,Fitness Battalion,CrossFit: 12:00,17:05,0,,0,0,Time,"20# step ups, 1/2 20# pj"
11/09/2018,Metcon,"Mary Ann:
5 Rnds:
7 HSPUs
14 Pistols
21 Jumping Alternating Lunges",10906861,Fitness Battalion,CrossFit: 17:30,9:03,0,,0,0,Time,green-black banded hspu
11/08/2018,Metcon,"In Teams of 2
30 min AMRAP of:

1000m Row
100 Goblet Squats (70/53#)
150m Farmers Carry (2KBs same as above)
100 walking lunges (70/53#)
",10895848,Fitness Battalion,CrossFit: 17:30,2 + 1000,0,,0,0,AMRAP - Rounds and Reps,
11/06/2018,Metcon,"3 Rnds for Time:
800m Run
5 Bar Muscle Ups
10  Pushups 
15 GHD Situps
",10895665,Fitness Battalion,CrossFit: 12:00,19:55,0,,1,0,Time,"jumping bar muscle ups (20-24"")"
11/05/2018,Metcon,"In 10 mins:
15 BS 135/95#
100 DU's
15 OHS 135/95#
100 DU's
15 FS 135/95#
100 DU's
",10895810,Fitness Battalion,CrossFit: 12:00,9:41,0,,1,0,Time,
11/03/2018,Metcon,"10 push-presses
20 front squats
30 kettlebell swings
40 dumbbell snatches (alternating)
50 push-ups
40 dumbbell snatches (alternating)
30 kettlebell swings
20 front squats
10 push-presses",10863385,Fitness Battalion,CrossFit: 09:00,14:00,0,,0,0,Time,
11/01/2018,Metcon,"On the 3:00 x 6 Rounds:
400 Meter Run
3 Power Cleans (115/80) 
3 Squat Cleans  (115/80)",10863361,Fitness Battalion,CrossFit: 17:30,2:35,0,,0,0,Time,
10/30/2018,Metcon,"15 min AMRAP:
10 Shoulder to Overhead (95,65)
10 Weighted Lunges (each leg)
10 GHD Sit-ups
10 Box Hop Overs (24,20)",10848739,Fitness Battalion,CrossFit: 17:30,5 + 30,0,,1,0,AMRAP - Rounds and Reps,
10/29/2018,Metcon,"For Time:
100 Wall Balls (20/14#)
50 Cal Row
30 Burpee Pullups",10848732,Fitness Battalion,CrossFit: 12:00,13:10,0,,1,0,Time,standing reach
10/26/2018,Metcon,"4 Rnds for Time:

15 box jumps

20 GHD's

15 overhead  lunges (115/85#)",10829170,Fitness Battalion,CrossFit: 18:30,14:00,0,,0,0,Time,step ups
10/23/2018,Metcon,"For TIme:
50-40-30-20-10
5-10-15-20-25
Double Unders
Kettlebell swings (70/53#)
Toes to bar",10803192,Fitness Battalion,CrossFit: 12:00,25:50,0,,0,0,Time,Knees to waist
10/22/2018,Metcon,"20nin AMRAP:

10 burpees

20 wall balls (20/14#)

250m row",10803111,Fitness Battalion,CrossFit: 12:00,5 + 15,0,,1,0,AMRAP - Rounds and Reps,
10/20/2018,Metcon,"10 Overhead squats (155/105 lbs)
10 Box jump overs ( 24/20’’ box)
10  thrusters (205/125 lbs)
10 Power cleans (205/125 lbs)
10 Toes to bar
10 Burpee muscle-ups
10 Toes to bar
10 Power cleans (205/125 lbs)
10  Thrusters (205/125 lbs)
10 Box Jump overs (24/10’’ box)
10 Overhead squats (155/105 lbs)",10758116,Fitness Battalion,CrossFit: 09:00,16:30,0,,0,0,Time,95
10/19/2018,Grace,"For Time:  
30 Clean and Jerks, 135# / 95#",128,Fitness Battalion,CrossFit: 17:30,2:05,0,,0,0,Time,85#
10/18/2018,Metcon,"60 Calorie Row
50 Double unders
40 Wall Balls
30 Push-ups
20 Turkish Get ups (35/26# dumbell)
10 Overhead squats (95/65#)
5 bar Muscle ups",10758152,Fitness Battalion,CrossFit: 18:30,17:04,0,,0,0,Time,
10/17/2018,Metcon,"15 Min AMRAP:
3 Cal Row, 3 KB Swings (70/53)
6 Cal Row, 6 KB Swings
9 Cal Row, 9 KB Swings
...",10771931,Fitness Battalion,CrossFit: 12:00,8 + 27,0,,0,0,AMRAP - Rounds and Reps,russian
10/15/2018,Metcon,"5 Rounds for Time:
5 Burpee Broad Jumps
150m Run
",10758041,Fitness Battalion,CrossFit: 12:00,7:11,0,,1,0,Time,
10/15/2018,Metcon,"For Time

800 Meter Run

25 Deficit Push Ups

1000 Meter Row

25 Overhead Squats (65/35#)

200 Double Unders (300 Singles)",10758058,Fitness Battalion,CrossFit: 12:00,17:33,0,,0,0,Time,"regular push ups, 1/2 at 35#, singles"
10/11/2018,Metcon,"In Teams of 2:
5K Row
-then-
100 Squat Cleans (135/95)
50 Synchronized Bar Facing Burpees
25 Med Ball Situps (20#) athletes will face feet to feet and alternate each rep passing off the medbal ",10729081,Fitness Battalion,CrossFit: 18:30,35:02,0,,0,0,Time,85# squat cleans
10/10/2018,Metcon,"For Time:
30 Cal Row
30 Burpees
30 WBs (20/14#)
30 KBs (70/53#)
30 Push Press (135/95#)
30 PullUps (strict)",10711169,Fitness Battalion,CrossFit: 12:00,11:55,0,,0,0,Time,"44# RKBs, 65# PP, purple 8-7"
10/03/2018,Metcon,"800 Meter Run
20 Ground to Overhead (135/95 lbs)
30 Ring Dips
800 Meter Run
30 Ring Dips
20 Ground to Overhead (135/95 lbs)
800 Meter Run",10684851,Fitness Battalion,CrossFit: 12:00,24:47,0,,0,0,Time,"85#, foot assisted dips"
10/02/2018,Metcon,"21-18-15-12-9-6-3

KB Swings (70,53)
Box Jumps (30,24)",10668304,Fitness Battalion,CrossFit: 12:00,7:50,0,,1,0,Time,
10/01/2018,Paul,"5 Rounds for time of:  
50 Double-Unders  
35 Knees-To-Elbows 
20 Yd Overhead Barbell Walk, 185#",189,Fitness Battalion,CrossFit: 12:00,16:02,0,,0,0,Time,"100#, k2c"
09/25/2018,800m Run,Max Effort 800m Run,85,Fitness Battalion,CrossFit: 12:00,4:52,0,,1,0,Time,
09/25/2018,Metcon,"3 Rounds for Time:

20 Wall Balls 20/14
10 Burpees
15 Power Cleans 135/95#
5 Burpees",10613819,Fitness Battalion,CrossFit: 12:00,11:32,0,,0,0,Time,
09/24/2018,Metcon,"Run 800m
Choose different movement and complete 25 Reps

Run 400m
Choose different movement and on your own clock 3:00 AMRAP

Run 200m
Choose different movement and complete 30 Reps

Movements:
Pull ups Kipping
Push Ups
Burpees
GHDs",10613858,Fitness Battalion,CrossFit: 12:00,15:32,0,,1,0,Time,
09/18/2018,1000m Row,Max Effort 1000m Row,74,Fitness Battalion,CrossFit: 18:30,3:52,1,PR by 0:26 vs. 4:18 on 03/06/2018,1,0,Time,
09/17/2018,Metcon,"3 Rounds:
1 min KB Cleans (70/53#)
1 min Shuttle Sprints 25m
1 min RDLs  KBs (70/53#)
1 min Burpees
1 min GHD Situps
1 min rest",10568812,Fitness Battalion,CrossFit: 12:00,203 Reps,0,,0,0,AMRAP - Reps,35# cleans
09/15/2018,Metcon,"   30 Deficit handstand push-ups (4in/2in) (lhandstand pushups) (Wall Walks)
    40 Deadlifts (225/155) (185/115) (heavy load or challenging KB)
    50-Cal. Row
    60 Bar-facing burpees",10566300,Fitness Battalion,CrossFit: 10:00,15:55,0,,0,0,Time,
09/14/2018,Metcon,"Alternating On the Minute x 16 (8 Rounds):
Even: 10  Push-ups + 20 Double Unders 
Odd: Max Calorie Row",10510277,Fitness Battalion,CrossFit: 17:30,15 Calories,0,,1,0,Calories,
09/10/2018,Mary,"20-Minute AMRAP of:  
5 Handstand Push-ups  
10 Pistols (5-L / 5-R)  
15 Pull-ups",173,Fitness Battalion,CrossFit: 12:00,7 + 28,0,,0,0,AMRAP - Rounds and Reps,"purple 12-7up, bad leg 10"" box, green green"
09/08/2018,Metcon,"12 min AMRAP:
*alt rounds
20 DUs
10 T2B
5 Front Squats (155/105#, 135/85, 95/65#)
20 DUs (or 2:1 singles)
*Partners complete full round before 
switching.. Begin and end with DU

-- Rest 3 Mins --

12min CAP of:
50 wall-ball (switch as needed)
30 cleans, (135/95, 95/65, 65/45#)
50 wall-ball (20/14, 14/10. 10/6#)
20 cleans
50 wall-ball
10 cleans

-- Rest 3 Mins --

12 min Cap:
40 -30 – 20 -10 of:
Cals on rower
OHS (135/95, 95/65, 75/55 or Thrusters)

*switch as needed",10510200,Fitness Battalion,CrossFit: 09:00,12:00,0,,1,0,Time,
09/07/2018,Metcon,"6 Min Ladder of:
3 Power Snatches (115/85)
3 Bar Over Burppees (Bar Facing)
6 PwrSnatch
6 BFB
9 PwrSnatch
9 BFB
...",10496194,Fitness Battalion,CrossFit: 12:00,46 Reps,0,,1,0,AMRAP - Reps,
09/05/2018,Metcon,"4 rounds:
    300-m run
    4-3-2-1 rope climbs
    30 Yard Sled Push (4x45/3x45)",10480877,Fitness Battalion,CrossFit: 12:00,14:35,0,,1,0,Time,
09/04/2018,Metcon,"50 double-unders
5 squat snatches (135/95#)
50 double-unders
4 squat snatches
50 double-unders
3 squat snatches
50 double-unders
2 squat snatches
",10470863,Fitness Battalion,CrossFit: 17:30,6:55,0,,0,0,Time,75#
08/30/2018,2k Row,Max Effort 2k Row,79,Fitness Battalion,CrossFit: 17:30,9:17,0,,1,0,Time,
08/29/2018,Metcon,"10-9-8-7-6-5-4-3-2-1
Clean and Jerks (95/65)
Bar Facing Burpees",10444048,Fitness Battalion,CrossFit: 12:00,9:41,0,,0,0,Time,regular burpees
08/28/2018,Metcon," 30/24 Calorie Row
- 30 Floor Press (75,55)
- 30 KB Swings (53,35)
- 30 Push Press
- 20/16 Calorie Row
- 30 Floor Press
- 30 KB Swings
- 30 Push Press
- 10/8 Calorie Row
- 30 Floor Press
- 30 KB Swings
- 30 Push Press",10432568,Fitness Battalion,CrossFit: 17:30,22:06,0,,1,0,Time,
08/18/2018,Metcon,"5 Rounds For Time:
500 Meter Row 
10 Power Cleans (135/95#)
20 DU's
24 GHDs",10372675,Fitness Battalion,CrossFit: 10:00,24:12,0,,0,0,Time,14lbs situps
08/17/2018,Metcon,"5 RFT:
400m run
25m walking lunges
*all while wearing a weight vest (20/10#)",10372655,Fitness Battalion,CrossFit: 12:00,13:56,0,,1,0,Time,
08/13/2018,Metcon,"4 min AMRAP:
27/21 Cal Row
27 Burpees Over the Rower
27 C2B Pullups
- rest 4 mins-
4 Min AMRAP:
21/15 Cal Row
21 Burpees Over the Rower
21 T2B
-rest 4 mins-
4 Min AMRAP:
15/9 Cal . Row
15 Burpees Over the Rower
15 Pullups (strict)
",10331511,Fitness Battalion,CrossFit: 12:00,1 + 114,0,,0,0,AMRAP - Rounds and Reps,"purple 12-7up, toes to face"
08/03/2018,Annie,"50-40-30-20-10  
Double-unders  
Sit-ups",91,Fitness Battalion,CrossFit: 12:00,9:50,1,PR by 0:10 vs. 10:00 on 12/14/2017,1,0,Time,
07/12/2018,Metcon,"With a weight vest 20/10#
5 Rounds for Time:
400m Run
15 BJ's (30/24"")",10134498,Fitness Battalion,CrossFit: 17:30,15:23,0,,0,0,Time,
07/11/2018,Glen Smash,"400m Sandbag Run
20 CTB Pull Ups
35 Ring Push Ups
50 Sandbag Squats
150m Sled Push [3x45/2x45]
20 Ring Dips
35 WB Shots [20/14]
50 GHD Sit Ups
400m Sandbag Run",8704402,Fitness Battalion,CrossFit: 17:30,26:00,0,,0,0,Time,"purple 11-7 up, push ups, 1/2 way dropped a plate on sled, box dips"
06/28/2018,Metcon,"On the 3:00 x 6 Rounds:
400 Meter Run
3 Power Cleans (115/80) 
3 Squat Cleans  (115/80)",10033922,Fitness Battalion,CrossFit: 17:30,2:22,0,,0,0,Time,
06/27/2018,Metcon,"3rnds for Time:
21 DB Snatch Rt Arm (25#)
21 Pull Ups
21 DB Snatch Left Arm (25#)
21 Pull Ups
*Squat Snatch not power snatch",10033791,Fitness Battalion,CrossFit: 17:30,20:40,0,,0,0,Time,"20# (some 35#), purple 13-7 (some up)"
06/26/2018,Metcon,"15 min AMRAP:
10 Shoulder to Overhead (95,65)
10 Weighted Lunges (each leg)
10 GHD Sit-ups
10 Box Hop Overs (24,20)",10033653,Fitness Battalion,CrossFit: 17:30,6 + 21,0,,0,0,AMRAP - Rounds and Reps,
06/25/2018,Metcon,"For Time:
100 Wall Balls (20/14#)
50 Cal Row
30 Burpee Pullups",10018693,Fitness Battalion,CrossFit: 12:00,13:25,0,,1,0,Time,at standing reach
06/23/2018,Metcon,"""Kelen Helly""
For Time:
1 Round of ""Kelly""
2 Rounds of ""Helen""
1 Round of ""Kelly""

1 Round of Kelly:
400m Run
30 Box Jumps (24/20)
30 Wall Balls (20/14)

1 Round of Helen: 
400m Run
21 Kettlebell Swings (53/35) 
12 Pull-ups",9989504,Fitness Battalion,CrossFit: 09:00,21:41,0,,0,0,Time,"purple 17-12, 24"""
06/21/2018,Metcon,"""John Deere""
For Time: 
21-15-9
Row Calories
Double Unders

200 Meter Farmers Carry (70/53)

21-15-9
Row Calories
Double Unders

200 Meter Farmers Carry (70/53)

21-15-9
Row Calories
Double Unders",9989459,Fitness Battalion,CrossFit: 12:00,19:32,0,,1,0,Time,
06/20/2018,Metcon,"4 Rnds for Time:
400m Run
50 Jumping Air Squats
*while wearing a weight vest
",9981987,Fitness Battalion,CrossFit: 17:30,14:54,0,,0,0,Time,no jump
06/19/2018,Metcon,"""Strict Lynne""
5 Rounds: 
Max Bodyweight Bench Press
Max Strict Pull-Ups
Rest 3 Minutes Between",9981913,Fitness Battalion,CrossFit: 18:30,67 Reps,0,,0,0,AMRAP - Reps,"75#, purple 14-7up"
06/18/2018,Metcon,"10 min AMRAP:
You will have 10mins to Row for Max Distance/Meters. ",9981863,Fitness Battalion,CrossFit: 07:30,1345 meters,0,,1,0,Distance,
06/18/2018,1-Mile Run,Max Effort 1-Mile Run,78,Fitness Battalion,CrossFit: 07:30,6:34,1,PR by 0:15 vs. 6:49 on 04/30/2018,1,0,Time,
06/16/2018,Metcon,"50/35 Cal Row
800m Run
30 Power Snatches (115/80#)
800m Run
5 Rope Climbs",9964245,Fitness Battalion,CrossFit: 10:00,17:15,0,,1,0,Time,
06/14/2018,Metcon,"18min AMRAP:
200m Run
16/12 Cal Row
12 Pullups
8 Alternating DB Snatches (53/35#)
",9964229,Fitness Battalion,CrossFit: 12:00,4 + 200,0,,0,0,AMRAP - Rounds and Reps,low bar
06/13/2018,Metcon,"For Time:
21 Lateral Barbell Burpees
21 Power Cleans (135/95#)
15 Lateral Barbell Burpees
15 Hang Squat Cleans (135/95#)
9 Lateral Barbell Burpees
9 Thrusters (135/95#)",9935212,Fitness Battalion,CrossFit: 17:30,9:02,0,,1,0,Time,
06/11/2018,Metcon,"7min AMRAP:
15-12-9 of:
KB Swings (70/53#)
Frnt Squat (135/95#)
Cal Row (corresponds to the # of reps)

- 5min Break - 

7min AMRAP:
15-12-9 of:
KB Swings (70/53#)
Frnt Squats (115/80#)
Cal Row",9935169,Fitness Battalion,CrossFit: 18:30,1 + 96,0,,0,0,AMRAP - Rounds and Reps,russian 53# swings
06/10/2018,Grace,"For Time:  
30 Clean and Jerks, 135# / 95#",128,Fitness Battalion,Open Gym: 10:00,2:35,0,,1,0,Time,
06/09/2018,Metcon,"For Time:
200 Double Unders
100 Shoulder to Overhead (75/55)
50 T2B",9910623,Fitness Battalion,CrossFit: 09:00,1 + 0,0,,1,0,AMRAP - Rounds and Reps,14:14
06/08/2018,Metcon,"20min AMRAP:
3-6-9-12-15-18...
of :
DU's
Burpee Box Jump Overs (30/24"")",9910595,Fitness Battalion,CrossFit: 17:30,7 + 47,0,,1,0,AMRAP - Rounds and Reps,
06/06/2018,Metcon,"3 Rnds For Time:
10 Clean & Jerks (135/95#)
400m Run",9888349,Fitness Battalion,CrossFit: 17:30,9:57,0,,1,0,Time,
06/05/2018,Metcon,"15min AMRAP:
5 Cal Row
10 Wall Balls (20/14#)
15 Push Press (135/95#)",9888310,Fitness Battalion,CrossFit: 17:30,8 + 0,0,,0,0,AMRAP - Rounds and Reps,"2 rounds @ 75#, then 65#"
06/04/2018,Metcon,"Core Work: 3 Rnds:
30 Hollow Rocks
30 Russian Twists w KB (53/35#)
20 Bicycles",9887775,Fitness Battalion,CrossFit: 17:30,35 lbs,0,,0,0,Weight,
06/04/2018,Metcon,"Big Mike:
800m Run (w 20# vest)
50 Bck Extensions (w 20# vest)
50 GHD Situps (w 20# vest)",9887788,Fitness Battalion,CrossFit: 17:30,27:16,0,,0,0,Time,weighted vest sit ups
05/30/2018,Metcon,"AMRAP 10: 
3 Cal Row, 3 Kettlebell Swings (53/35) 
6 Cal Row, 6 KB Swings 
9 Cal Row, 9 KB Swings ",9858064,Fitness Battalion,CrossFit: 17:30,6 + 40,0,,1,0,AMRAP - Rounds and Reps,
05/30/2018,Metcon,"21-15-9 of:
K2W
(after each round 50m front rack walking lunges at 95/65#)",9858084,Fitness Battalion,CrossFit: 17:30,11:56,0,,1,0,Time,"1 round 85#, then 75#, some ttb"
05/29/2018,Metcon,"12 Min AMRAP:
Rep Scheme 3-6-9-12-15 ... of
Weighted Good Mornings (95/65#)
Back Squat (95/65#)",9858026,Fitness Battalion,CrossFit: 17:30,6 + 18,0,,1,0,AMRAP - Rounds and Reps,
05/28/2018,Full On Murph,"""Murph""
1 Mile Run
100 Pull Ups
200 Push Ups
300 Squats
1 Mile Run
(Done in order; strict. Wear a [20/10] vest)",7895438,Fitness Battalion,CrossFit: 10:00,49:29,0,,0,0,Time,
05/24/2018,Metcon,"4 Rope Climbs
16 Bear Complexes (95/65#)
3 Rope Climbs
12 Bear Complexes
2 Rope Climbs
8 Bear Complexes",9809589,Fitness Battalion,CrossFit: 17:30,9:34,0,,1,0,Time,
05/23/2018,Metcon,"10 Rnds for TIme:
30 DU's
5 DL's (135/95#)
5 Back Squats (135/95#)
5 S2O (135/95#)",9809525,Fitness Battalion,CrossFit: 12:00,19:19,0,,1,0,Time,
05/22/2018,Metcon,"20 min AMRAP:
10 Modified HSPU, use box for knees hands on ground
10 K2W
100m sprint
10 OvrHD DB Lunges (53/35#)",9809502,Fitness Battalion,CrossFit: 17:30,7 + 18,0,,1,0,AMRAP - Rounds and Reps,
05/22/2018,1-Mile Run,Max Effort 1-Mile Run,78,Fitness Battalion,CrossFit: 17:30,7:11,0,,1,0,Time,
05/16/2018,Metcon,"3 RFT:
400m Run 
50 OHS (95/65)",9775385,Fitness Battalion,CrossFit: 17:30,20:38,0,,1,0,Time,
05/15/2018,Metcon,"20 Min AMRAP:
100 DU's
50 Medball Situps
25 WB's (14/10#)",9760417,Fitness Battalion,CrossFit: 17:30,3 + 160,0,,1,0,AMRAP - Rounds and Reps,
05/14/2018,Randy Smash,40 Hang Squat Snatches [135/95],7815050,Fitness Battalion,CrossFit: 17:30,9:35,0,,0,0,Time,95#
05/12/2018,Metcon,"Teams of 3
For Time (25 Minute Cap):
400 Meter Wreck Bag Run 
100 Deadlifts (155/105)
400 Meter Wreck Bag Run
80 Hang Power Cleans (155/105)
400 Meter Wreck Bag Run
60 Front Squats (155/105)
400 Meter Wreck Bag Run
40 Push Jerks (155/105)
400 Meter Wreck Bag Run
20 Clusters (155/105)

Due to limited bags carry 20/14# bed balls.

",9737794,Fitness Battalion,CrossFit: 09:00,25:00,0,,0,0,Time,
05/11/2018,Metcon,"5 rounds for time of:
1 sub-0:45 250-m row
50 unbroken double-unders",9737681,Fitness Battalion,CrossFit: 17:30,35:20,0,,0,0,Time,"30 du pr then singles, :55 target time"
05/09/2018,Metcon,"AMRAP 5: 
Buy-In: 100 Double Unders 
12 Power Cleans (115/80)
4 Burpee Box Jump Overs (24/20)

rest 5 minutes

AMRAP 5: 
Buy-In: 100 Double Unders 
8 Power Cleans (135/95)
4 Burpee Box Jump Overs (24/20)

rest 5 minutes

AMRAP 5: 
Buy-In: 100 Double Unders 
4 Power Cleans (155/105)
4 Burpee Box Jump Overs (24/20)

",9719908,Fitness Battalion,CrossFit: 18:30,7 + 4,0,,1,0,AMRAP - Rounds and Reps,"24"":2-2+4-3"
05/07/2018,Metcon,"50-40-30-20-10
Double Unders
Med Ball Situps (20/14#)
200m Run",9719835,Fitness Battalion,CrossFit: 07:30,12:30,0,,1,0,Time,
05/04/2018,Metcon,"3 rnds of:
50 DU's
21 Power Cleans (155/105)",9675377,Fitness Battalion,CrossFit: 17:30,9:53,0,,0,0,Time,85#
05/03/2018,Metcon,"1 mile run
50 Pull Ups
50 Push Ups
800m Run
25 Pull Ups
25 Push Ups
400m Run
15 Pull Ups
15 Push Ups
200 m run",9675331,Fitness Battalion,CrossFit: 17:30,28:18,0,,0,0,Time,Low Bar Pull Ups
05/01/2018,Metcon,"3 Rnds of Max Reps Per Round:
1 min WB's 20/14#
1 min SDHP 135/95#
1 min Box Jumps 30/24""
1 min Push Press 135/95#
1 min Rest",9674877,Fitness Battalion,CrossFit: 18:30,172 Reps,0,,1,0,AMRAP - Reps,
04/30/2018,Metcon,"Row 20 Cal
Sprint 100M with 45/25# plate
Row 30 Cal
Sprint 100m 
Row 40 Cal
Sprint 100m
Row 50 Cal
Sprint 100m
Row 60 Cal
Sprint 100m",9674806,Fitness Battalion,CrossFit: 17:30,21:57,0,,1,0,Time,
04/30/2018,1-Mile Run,Max Effort 1-Mile Run,78,Fitness Battalion,CrossFit: 17:30,6:49,1,PR by 0:11 vs. 7:00 on 02/16/2018,1,0,Time,
04/28/2018,Metcon,"2 Rounds For Time: 
400 Meter Run
26 Hand Release Push-ups
400 Meter Run
26 Kettlebell Swings (70/53)
400 Meter Run
26 Sit-ups
400 Meter Run
26 Deadlifts (135/95)
400 Meter Run
26 Jumping Air Squats
400 Meter Run
26 Box Jumps (30/24)",9618568,Fitness Battalion,CrossFit: 10:00,39:55,0,,0,0,Time,"Regular Push Ups, 35lb KBS, 20"" Box Jumps"
04/26/2018,Metcon,"Teenage Tommy:
21 Thrusters (95/55#)
12 Rope Climbs
15 Thrusters (95/55#)
9 Rope Climbs
9 Thrusters (95/55#)
6 Rope Climbs",9618514,Fitness Battalion,CrossFit: 17:30,12:08,0,,1,0,Time,
04/25/2018,Metcon,"10 Power Cleans (115/85#)
50 Air Squats
10 Front Sqts (115/85#)
50 Air Squats
10 Push Jerks (115/85#)
50 Air Squats
10 Clusters (115/85#)
50 Air Squats",9618477,Fitness Battalion,CrossFit: 17:30,10:47,0,,1,0,Time,95#
04/23/2018,Metcon,"14min AMRAP of:
5 Deadlifts (185/135#)
5 K2W",9618408,Fitness Battalion,CrossFit: 17:30,14 + 5,0,,1,0,AMRAP - Rounds and Reps,ttb
04/21/2018,Metcon,"4 Rnds:

29 KB Swings (53/35#)
29 Med Ball Situps (20/14#)
29 T2B
29 Burpees",9596679,Fitness Battalion,CrossFit: 10:00,30:38,0,,0,0,Time,"Russian Swings
K2W"
04/19/2018,Metcon,"21-15-9 of:
Deadlifts (185/135#)
Pullups (strict or Kipping)
Pushups",9577405,Fitness Battalion,CrossFit: 17:30,9:41,0,,0,0,Time,Green Band Pull Ups
04/18/2018,Metcon,"5 Rnds of:
10 Push Jerks (95/65#)
10 Back Sqts (95/65#)
10 Box Step Ups w barbell (95/65#) 5 each leg, box height (24/20"")
10 Box Jump Overs (no barbell)",9577375,Fitness Battalion,CrossFit: 17:30,12:29,0,,1,0,Time,
04/17/2018,Metcon,"15min AMRAP
400m Run
20 DU's
10 Wall Balls (20/14#)
",9577307,Fitness Battalion,CrossFit: 17:30,5 + 0,0,,1,0,AMRAP - Rounds and Reps,
04/16/2018,Metcon,"1000m Row Buy In
Then
Pullups (any kind strict or kipping) 
15-12-9-6-3
Pistols 3-6-9-12-15
Then
1000m Row Cash Out",9577272,Fitness Battalion,CrossFit: 18:30,16:18,0,,0,0,Time,green band pulls
04/14/2018,Metcon,"21-18-15-12-9-6-3
Cal Row
KB Swings (70/53#)
KB Goblet Squats (70/53#)",9565189,Fitness Battalion,CrossFit: 09:00,17:01,0,,0,0,Time,44lb KB (Russian Swings)
04/13/2018,Metcon,"15 Min AMRAP:
1 Tire Flip (medium tire)
5 Bear Complexes (95/65#)
",9531134,Fitness Battalion,CrossFit: 17:30,9 + 0,0,,1,0,AMRAP - Rounds and Reps,heavy tire
04/12/2018,Kelly Smash,"3 Rounds
400m Sandbag Carry
35 Sandbag Box Jumps [24""]
35 Thrusters [95/65]",7856491,Fitness Battalion,CrossFit: 17:30,26:20,0,,0,0,Time,"rx box jumps (no sand bag)
55lb Thrusters"
04/10/2018,Captain Isabel,30 Power Snatches [95/65],7936045,Fitness Battalion,CrossFit: 17:30,2:08,1,PR by 1:17 vs. 3:25 on 03/13/2018,1,0,Time,70 Lbs.
04/07/2018,Metcon,"3 rnds ofL
5 HSPU
5 PullUps (any stile, kipping etc)
10 DB Strict Press (35/20#) ea. arm
10 bent over rows (35/20#) ea. arm

then 100 Cal Row

then 3rnds of:
5 HSPU
5 PullUps (any stile, kipping etc)
10 DB Strict Press (35/20#) ea. arm
10 bent over rows (35/20#) ea. arm
",9491091,Fitness Battalion,CrossFit: 09:00,22:00,0,,0,0,Time,"pike push ups, controlled negatives and kipping practice"
04/06/2018,Metcon,"Core Blaster
3 Rnds of: 50 Russian Twists (w KB), 40 Reach Crunches (w KB), 30 bicycle crunches, 20 Toe Touch Situps 1 Min Plank

50-40.30.20- 1min
",9531040,Fitness Battalion,CrossFit: 17:30,26 lbs,0,,1,0,Weight,
04/06/2018,Metcon,"10 Mins of:
Sled Push (135/45)
Airsquats",9491048,Fitness Battalion,CrossFit: 17:30,105 Reps,0,,1,0,AMRAP - Reps,3 plates then 2 plates
04/05/2018,Metcon,"20 min AMRAP:
7 Snatches (95/65#)
7 Burpees
500m Row",9490929,Fitness Battalion,CrossFit: 17:30,5 + 81,0,,1,0,AMRAP - Rounds and Reps,
04/03/2018,Metcon,"4 Rnds for time:
12 x Pushups
24 x Box Jump Overs (24/20"")
36 x Med ball Situps (20/14#)
48 x Du's ",9490853,Fitness Battalion,CrossFit: 17:30,18:30,0,,0,0,Time,
03/29/2018,Metcon,"The Little Seven: 7 Rounds for time:
7 Wall Walks
7 Thrusters (95/65#)
7 T2B
7 Deadlift (185/135#)
7 Burpees
7 KB Swings (53/35#)
7 Jumping Pull Ups",9454013,Fitness Battalion,CrossFit: 18:30,36:28,0,,0,0,Time,135 DL/65 T/35 KB
03/27/2018,Metcon,"3 Rnds for Time:
100 DU's or 300 Singles
15 Snatches (95/65#)",9453937,Fitness Battalion,CrossFit: 17:30,13:57,0,,1,0,Time,
